id,user_id,department_id,full_name,email,gano,entry_year,approval_status,is_assigned
39,2039,2,BM Ogrenci 0039,ogrenci39@case.local,3.24,2023,approved,0
40,2040,2,BM Ogrenci 0040,ogrenci40@case.local,3.22,2024,approved,0
41,2041,2,BM Ogrenci 0041,ogrenci41@case.local,3.20,2023,approved,0
42,2042,2,BM Ogrenci 0042,ogrenci42@case.local,3.18,2024,approved,0
43,2043,2,BM Ogrenci 0043,ogrenci43@case.local,3.16,2023,approved,0
44,2044,2,BM Ogrenci 0044,ogrenci44@case.local,3.14,2024,approved,0
45,2045,2,BM Ogrenci 0045,ogrenci45@case.local,3.12,2023,approved,0
46,2046,2,BM Ogrenci 0046,ogrenci46@case.local,3.10,2024,approved,0
47,2047,2,BM Ogrenci 0047,ogrenci47@case.local,3.08,2023,approved,0
48,2048,2,BM Ogrenci 0048,ogrenci48@case.local,3.06,2024,approved,0
49,2049,2,BM Ogrenci 0049,ogrenci49@case.local,3.04,2023,approved,0
50,2050,2,BM Ogrenci 0050,ogrenci50@case.local,3.02,2024,approved,0
51,2051,2,BM Ogrenci 0051,ogrenci51@case.local,3.00,2023,approved,0
52,2052,2,BM Ogrenci 0052,ogrenci52@case.local,2.98,2024,approved,0
53,2053,2,BM Ogrenci 0053,ogrenci53@case.local,2.96,2023,approved,0
54,2054,2,BM Ogrenci 0054,ogrenci54@case.local,2.94,2024,approved,0
55,2055,2,BM Ogrenci 0055,ogrenci55@case.local,2.92,2023,approved,0
56,2056,2,BM Ogrenci 0056,ogrenci56@case.local,2.90,2024,approved,0
57,2057,2,BM Ogrenci 0057,ogrenci57@case.local,2.88,2023,approved,0
58,2058,2,BM Ogrenci 0058,ogrenci58@case.local,2.86,2024,approved,0
59,2059,2,BM Ogrenci 0059,ogrenci59@case.local,2.84,2023,approved,0
60,2060,2,BM Ogrenci 0060,ogrenci60@case.local,2.82,2024,approved,0
61,2061,2,BM Ogrenci 0061,ogrenci61@case.local,2.80,2023,approved,0
62,2062,2,BM Ogrenci 0062,ogrenci62@case.local,2.78,2024,approved,0
63,2063,2,BM Ogrenci 0063,ogrenci63@case.local,2.76,2023,approved,0
64,2064,2,BM Ogrenci 0064,ogrenci64@case.local,2.74,2024,approved,0
65,2065,2,BM Ogrenci 0065,ogrenci65@case.local,2.72,2023,approved,0
66,2066,2,BM Ogrenci 0066,ogrenci66@case.local,2.70,2024,approved,0
67,2067,2,BM Ogrenci 0067,ogrenci67@case.local,2.68,2023,approved,0
68,2068,2,BM Ogrenci 0068,ogrenci68@case.local,2.66,2024,approved,0
69,2069,2,BM Ogrenci 0069,ogrenci69@case.local,2.64,2023,approved,0
70,2070,2,BM Ogrenci 0070,ogrenci70@case.local,2.62,2024,approved,0
71,2071,2,BM Ogrenci 0071,ogrenci71@case.local,2.60,2023,approved,0
72,2072,2,BM Ogrenci 0072,ogrenci72@case.local,2.58,2024,approved,0
73,2073,2,BM Ogrenci 0073,ogrenci73@case.local,2.56,2023,approved,0
74,2074,2,BM Ogrenci 0074,ogrenci74@case.local,2.54,2024,approved,0
75,2075,2,BM Ogrenci 0075,ogrenci75@case.local,2.52,2023,approved,0
76,2076,2,BM Ogrenci 0076,ogrenci76@case.local,2.50,2024,approved,0
77,2077,2,BM Ogrenci 0077,ogrenci77@case.local,2.48,2023,approved,0
78,2078,2,BM Ogrenci 0078,ogrenci78@case.local,2.46,2024,approved,0
79,2079,2,BM Ogrenci 0079,ogrenci79@case.local,2.44,2023,approved,0
80,2080,2,BM Ogrenci 0080,ogrenci80@case.local,2.42,2024,approved,0
81,2081,2,BM Ogrenci 0081,ogrenci81@case.local,2.40,2023,approved,0
82,2082,2,BM Ogrenci 0082,ogrenci82@case.local,2.38,2024,approved,0
83,2083,2,BM Ogrenci 0083,ogrenci83@case.local,2.36,2023,approved,0
84,2084,2,BM Ogrenci 0084,ogrenci84@case.local,2.34,2024,approved,0
85,2085,2,BM Ogrenci 0085,ogrenci85@case.local,2.32,2023,approved,0
86,2086,2,BM Ogrenci 0086,ogrenci86@case.local,2.30,2024,approved,0
87,2087,2,BM Ogrenci 0087,ogrenci87@case.local,2.28,2023,approved,0
88,2088,2,BM Ogrenci 0088,ogrenci88@case.local,2.26,2024,approved,0
89,2089,2,BM Ogrenci 0089,ogrenci89@case.local,2.24,2023,approved,0
90,2090,2,BM Ogrenci 0090,ogrenci90@case.local,2.22,2024,approved,0
91,2091,2,BM Ogrenci 0091,ogrenci91@case.local,4.00,2023,approved,0
92,2092,2,BM Ogrenci 0092,ogrenci92@case.local,3.98,2024,approved,0
93,2093,2,BM Ogrenci 0093,ogrenci93@case.local,3.96,2023,approved,0
94,2094,2,BM Ogrenci 0094,ogrenci94@case.local,3.94,2024,approved,0
95,2095,2,BM Ogrenci 0095,ogrenci95@case.local,3.92,2023,approved,0
96,2096,2,BM Ogrenci 0096,ogrenci96@case.local,3.90,2024,approved,0
97,2097,2,BM Ogrenci 0097,ogrenci97@case.local,3.88,2023,approved,0
98,2098,2,BM Ogrenci 0098,ogrenci98@case.local,3.86,2024,approved,0
99,2099,2,BM Ogrenci 0099,ogrenci99@case.local,3.84,2023,approved,0
100,2100,2,BM Ogrenci 0100,ogrenci100@case.local,3.82,2024,approved,0
101,2101,2,BM Ogrenci 0101,ogrenci101@case.local,3.80,2023,approved,0
102,2102,2,BM Ogrenci 0102,ogrenci102@case.local,3.78,2024,approved,0
103,2103,2,BM Ogrenci 0103,ogrenci103@case.local,3.76,2023,approved,0
104,2104,2,BM Ogrenci 0104,ogrenci104@case.local,3.74,2024,approved,0
105,2105,2,BM Ogrenci 0105,ogrenci105@case.local,3.72,2023,approved,0
106,2106,2,BM Ogrenci 0106,ogrenci106@case.local,3.70,2024,approved,0
107,2107,2,BM Ogrenci 0107,ogrenci107@case.local,3.68,2023,approved,0
108,2108,2,BM Ogrenci 0108,ogrenci108@case.local,3.66,2024,approved,0
109,2109,2,BM Ogrenci 0109,ogrenci109@case.local,3.64,2023,approved,0
110,2110,2,BM Ogrenci 0110,ogrenci110@case.local,3.62,2024,approved,0
