id,user_id,department_id,full_name,email,gano,entry_year,approval_status,is_assigned
87,2087,1,YZVM Ogrenci 0087,ogrenci87@case.local,2.28,2023,approved,0
88,2088,1,YZVM Ogrenci 0088,ogrenci88@case.local,2.26,2024,approved,0
89,2089,1,YZVM Ogrenci 0089,ogrenci89@case.local,2.24,2023,approved,0
90,2090,1,YZVM Ogrenci 0090,ogrenci90@case.local,2.22,2024,approved,0
91,2091,1,YZVM Ogrenci 0091,ogrenci91@case.local,4.00,2023,approved,0
92,2092,1,YZVM Ogrenci 0092,ogrenci92@case.local,3.98,2024,approved,0
93,2093,1,YZVM Ogrenci 0093,ogrenci93@case.local,3.96,2023,approved,0
94,2094,1,YZVM Ogrenci 0094,ogrenci94@case.local,3.94,2024,approved,0
95,2095,1,YZVM Ogrenci 0095,ogrenci95@case.local,3.92,2023,approved,0
96,2096,1,YZVM Ogrenci 0096,ogrenci96@case.local,3.90,2024,approved,0
97,2097,1,YZVM Ogrenci 0097,ogrenci97@case.local,3.88,2023,approved,0
98,2098,1,YZVM Ogrenci 0098,ogrenci98@case.local,3.86,2024,approved,0
99,2099,1,YZVM Ogrenci 0099,ogrenci99@case.local,3.84,2023,approved,0
100,2100,1,YZVM Ogrenci 0100,ogrenci100@case.local,3.82,2024,approved,0
